subject	pid	condition	epochs	context_rows	feature_dimensions	all_features_finite	path_relative_to_data_parent	bytes	sha256
sub-49	29	TRAIN-BOTH-20DB	902	895	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-49_features_v0.1.npz	35037	13d5b0a9634526fab1271eae2ef7cb1cdd67006df4079cb4a550d5ab652145c2
sub-49	29	TRAIN-BOTH-10DB	902	895	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-49_features_v0.1.npz	34190	cd1333f6ca048df0d74b8f98c897caee9243a16dcfeede9f28e26f86958e9fdb
sub-49	29	TRAIN-HB1-10DB	902	895	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-49_features_v0.1.npz	34418	09dca0d14a2f4c6bc8f5aa4ef05939ba768162d8130816b53e4ce16239a83151
sub-49	29	TRAIN-HB2-10DB	902	895	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-49_features_v0.1.npz	34512	6d6c55457ceb17aad3eedd6e4f0e3392f5071db19ef31a265591ac96c1ac518b
sub-52	31	TRAIN-BOTH-20DB	923	916	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-52_features_v0.1.npz	35615	89d8a0575e6522838f7cde5f3edb8bcf543a15874a896448d8af2b8360846b6c
sub-52	31	TRAIN-BOTH-10DB	923	916	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-52_features_v0.1.npz	35344	78fd194522dbb239df81ccd3c4de3b6c2f6a5b38b2d9eb5d194a642c2d7c5cb5
sub-52	31	TRAIN-HB1-10DB	923	916	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-52_features_v0.1.npz	35621	5e8e6fcd9947cf8b47c53c366756aaf21c9275e00995883222f1f66c5bcacabd
sub-52	31	TRAIN-HB2-10DB	923	916	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-52_features_v0.1.npz	35588	e927b5268c0d9ed5dd19905c7ef268f17e62795780ceb04353a0e783274a17e9
sub-56	78	TRAIN-BOTH-20DB	958	951	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-56_features_v0.1.npz	37011	29dff4a878139e9602af6b67963b79ed704ffc0225a451bac60865e0016d282f
sub-56	78	TRAIN-BOTH-10DB	958	951	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-56_features_v0.1.npz	36531	305ef943dd5462627e8de54a00ded8442187d72d539825c2db32a3d6ba04a145
sub-56	78	TRAIN-HB1-10DB	958	951	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-56_features_v0.1.npz	37273	9cb6d7f5bf134e8583f4cb2782679dbabcfd6ec99ac2e3f8aadc85058756d176
sub-56	78	TRAIN-HB2-10DB	958	951	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-56_features_v0.1.npz	37275	727c4bb1e7febf0997078d8c121c2290342560aa5cbef7a16fde9b83b3c6618b
sub-58	78	TRAIN-BOTH-20DB	1005	998	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-58_features_v0.1.npz	38928	6ebfe0eda135e6baa17a6df78fc418c880cc0783fc9a8ea0b1dae4d018affcdf
sub-58	78	TRAIN-BOTH-10DB	1005	998	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-58_features_v0.1.npz	38145	8356fde9a59eb26daa929d2258f2d644a77efceccac39749f39758d048378be6
sub-58	78	TRAIN-HB1-10DB	1005	998	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-58_features_v0.1.npz	39014	87c18c355b36d0d6f09ad61dc228cb8db1ac5e9b7b3f543f4ba92b1be89c164a
sub-58	78	TRAIN-HB2-10DB	1005	998	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-58_features_v0.1.npz	38983	0def3ff5c9bb4706068b4569422dd12cee755b91daa40655234d95a495660da3
sub-59	79	TRAIN-BOTH-20DB	1035	1021	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-59_features_v0.1.npz	40066	b9f5d1cde44425bcab7ab2ced311c4aef50655d8523ed8f7b2c9cbfb96186e36
sub-59	79	TRAIN-BOTH-10DB	1035	1021	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-59_features_v0.1.npz	39169	d5769dd75e1f2ac028db7e1ca5e51600fb6826cd26213d703dcd991869ab7af2
sub-59	79	TRAIN-HB1-10DB	1035	1021	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-59_features_v0.1.npz	38982	12643edd56e6eeec511ea04736178f731c7dbd6ce8f77e16c895faf9c9350a90
sub-59	79	TRAIN-HB2-10DB	1035	1021	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-59_features_v0.1.npz	39088	56c60624e849e3b6651a542d299d84d9555a9c3c18fab10e0e66ea2cf2d998ca
sub-60	80	TRAIN-BOTH-20DB	871	857	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-60_features_v0.1.npz	33744	21506868b565e14f5673e0cad34e2db99b88845445807b97c84cc517d2f4102b
sub-60	80	TRAIN-BOTH-10DB	871	857	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-60_features_v0.1.npz	33258	0eab9a8f9a4f496a03c3a24269adcac7b18ff07ae97c9438f0c25d2ab88373dc
sub-60	80	TRAIN-HB1-10DB	871	857	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-60_features_v0.1.npz	33755	e797387513519ef54a1096eef2c7fdb2f97b31085d649da494a942a153094682
sub-60	80	TRAIN-HB2-10DB	871	857	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-60_features_v0.1.npz	33733	ec02397d6bdddf9807dcdb97bc5e44c118b6e756e39591476b9f85341317ffdf
sub-61	79	TRAIN-BOTH-20DB	948	941	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-61_features_v0.1.npz	36263	25fa758c97a50a4f429980f5088b22fcebaf38dbd78eabb6da36ccf79e633657
sub-61	79	TRAIN-BOTH-10DB	948	941	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-61_features_v0.1.npz	36826	1b425f737db52d488d85fe6b4096c525da5c0f88d9e9d1b5df6c826d5d3f6339
sub-61	79	TRAIN-HB1-10DB	948	941	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-61_features_v0.1.npz	37358	adcaadb15986ad423f87fe8036bf9da4f8860e695fe5636c8304cf91ac6f1393
sub-61	79	TRAIN-HB2-10DB	948	941	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-61_features_v0.1.npz	36832	a1653dfdd7f56bc486a623639089583583f1ae215bcc44794ad70cfdcbcf0ac5
sub-62	80	TRAIN-BOTH-20DB	983	976	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-62_features_v0.1.npz	37926	0830473150a7c467ebda323af15350d366f94dbc1012c59eebb479a3a7d924b7
sub-62	80	TRAIN-BOTH-10DB	983	976	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-62_features_v0.1.npz	37609	e89cb509de2ad2d2bee13f142ffe1520e880c73ceaa50d37addef46c65f7b8cb
sub-62	80	TRAIN-HB1-10DB	983	976	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-62_features_v0.1.npz	37516	06fe72b388f60a0d34e22ddde75fb343c83f042541cd22a65b7c105d99ba4ae6
sub-62	80	TRAIN-HB2-10DB	983	976	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-62_features_v0.1.npz	37599	eb162216c7d570935e39591b5f1c7bb1b9253e6901a53db100970d0e3a54e659
sub-63	81	TRAIN-BOTH-20DB	884	870	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-63_features_v0.1.npz	34274	179c575104f129a334e13801a45d1de288aec6beba57187c28915d7f353e02da
sub-63	81	TRAIN-BOTH-10DB	884	870	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-63_features_v0.1.npz	33966	b450917d7e9075b2b1e5d113559fbe81c127172945646aa27eac6e66726f358f
sub-63	81	TRAIN-HB1-10DB	884	870	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-63_features_v0.1.npz	34233	e2e70a9aeaa284d50cb1516197fdd39eda02667596268ac69b2bc7bd98dce1b3
sub-63	81	TRAIN-HB2-10DB	884	870	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-63_features_v0.1.npz	34251	7ce8426b2560c29a780dc46bc175ecd2a6e096e9cb57e564b163702c18677437
sub-64	82	TRAIN-BOTH-20DB	880	866	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-64_features_v0.1.npz	34074	0f9ea2b603983fb700bdf22ed65c65c8344d48bc6f587662c5792ff03c4cf4da
sub-64	82	TRAIN-BOTH-10DB	880	866	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-64_features_v0.1.npz	33203	bfa89ef2c56350e6241cce7556aff85047e7db59bfaf834af8c1a97e3e04f8e0
sub-64	82	TRAIN-HB1-10DB	880	866	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-64_features_v0.1.npz	34028	1877cc39f5c4e074877ec5310da4aee2ae9847cfebbd9a01e518442f4f1b242f
sub-64	82	TRAIN-HB2-10DB	880	866	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-64_features_v0.1.npz	34032	69ada0286fd34e66501a8f4434e47e7e123cbeb8bcdd3963d27a20586490362c
sub-65	81	TRAIN-BOTH-20DB	897	890	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-65_features_v0.1.npz	34662	aa7cae1e5a565a46a1c978769c0c368ae70e71fe667bd6c9460338043c4ba59e
sub-65	81	TRAIN-BOTH-10DB	897	890	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-65_features_v0.1.npz	35668	4f1606226033bf64a2443b11292a4c289a68f11689d9389571c9dfbf5ebba28c
sub-65	81	TRAIN-HB1-10DB	897	890	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-65_features_v0.1.npz	35890	a746dad49f353b0438152811f2cf61164015a73c2358a2f35d7f31bf100f3d52
sub-65	81	TRAIN-HB2-10DB	897	890	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-65_features_v0.1.npz	34726	723923aec6238e832baeff0442c03fe2a1dc5a1b6529a9c9ab002f6f057ab663
sub-66	82	TRAIN-BOTH-20DB	1076	1062	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-66_features_v0.1.npz	41484	69578fc0ce6a375b86452be1325485fc85780dea025ef4fb9ac50f135e80ab27
sub-66	82	TRAIN-BOTH-10DB	1076	1062	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-66_features_v0.1.npz	40367	4db304b2199a8d0f58d1ee19c4241237ce546ddf05854c11839fb675c592ba85
sub-66	82	TRAIN-HB1-10DB	1076	1062	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-66_features_v0.1.npz	40824	66be96fcbd92f61ae881acb380afe9a8e970f201fa430d0b05bf96115725d20b
sub-66	82	TRAIN-HB2-10DB	1076	1062	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-66_features_v0.1.npz	40770	56631a2b0fb447f04d5111a807c0af4760473431c543c27dffddfbead0c7bb0a
sub-67	32	TRAIN-BOTH-20DB	924	917	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-67_features_v0.1.npz	34793	1ea5bb9cf8634bc25fe5b6e2d4343b995d4c3473f47322b27641d0380646c3ea
sub-67	32	TRAIN-BOTH-10DB	924	917	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-67_features_v0.1.npz	34076	cd8a97896b26cee2d601b45aab6de41afbd0f48402b4e316a7a826443411c2d5
sub-67	32	TRAIN-HB1-10DB	924	917	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-67_features_v0.1.npz	35047	1b1185e8f9da5d98cf9144f480ede2d73b91d6b2d092f7cd8275d6b3876657f7
sub-67	32	TRAIN-HB2-10DB	924	917	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-67_features_v0.1.npz	35000	baf0b887158aac1c88c12d3e92d248a5a567a0eebc42f5f33a6cae367182fe38
sub-68	33	TRAIN-BOTH-20DB	859	845	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-68_features_v0.1.npz	33546	b4818363b000119cdc43d142836f426c203b2fc6f5ac73f9caada4838553fd33
sub-68	33	TRAIN-BOTH-10DB	859	845	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-68_features_v0.1.npz	32568	15f8e7cc6d58e1e957f6e61436209ea13a5bb5f617343b6964c3f7ea4a28d58a
sub-68	33	TRAIN-HB1-10DB	859	845	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-68_features_v0.1.npz	33493	3b32ec7ac1b1ce152887d918400c607745a0c7eaf93ac7138bc10c0544540294
sub-68	33	TRAIN-HB2-10DB	859	845	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-68_features_v0.1.npz	33439	72883b4ba82d9985c0a3bac62ad61b0f6eed5e430475deb2b2e59100688360b6
sub-69	34	TRAIN-BOTH-20DB	1003	996	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-69_features_v0.1.npz	38670	3f42c09ba0c42884943fc1e17e67ec53a914e5043e0a179f2b22e39f71492b42
sub-69	34	TRAIN-BOTH-10DB	1003	996	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-69_features_v0.1.npz	37669	3b6a947ff67329db0c89b90fd4d965266ff770bab83623985e899ebfe5af1851
sub-69	34	TRAIN-HB1-10DB	1003	996	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-69_features_v0.1.npz	38797	f215cf4e6937a0edbb5ed77eae681e2b9b35609c3231c8b890cc285d010244d6
sub-69	34	TRAIN-HB2-10DB	1003	996	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-69_features_v0.1.npz	38636	819f0c134638a31c2f0a83cec5944bc5786e0582085af8d97aef2821353aeeaa
sub-70	35	TRAIN-BOTH-20DB	881	867	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-70_features_v0.1.npz	34024	9fbe768312d5444c58c16e6192af2a5a0ccb8ee5c9b44b71ca0a1c11127e568c
sub-70	35	TRAIN-BOTH-10DB	881	867	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-70_features_v0.1.npz	33191	1db5a56a35939137595f6da5b74af0ac28d9ad83127f34a3d95c534d2a0e5259
sub-70	35	TRAIN-HB1-10DB	881	867	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-70_features_v0.1.npz	34012	13134f769046221f442b5afed1e5446115cdd5ba5ce33f2089b94bc1a6cb39e1
sub-70	35	TRAIN-HB2-10DB	881	867	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-70_features_v0.1.npz	33963	9feb95f79fd71c9855723d2d1309c5c0193735f531bab9e0517a316a5684317f
sub-71	36	TRAIN-BOTH-20DB	1114	1107	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-71_features_v0.1.npz	42627	83c1945c6f8347090a69341726a982d0349554f3676f7c59858cd86428c54b77
sub-71	36	TRAIN-BOTH-10DB	1114	1107	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-71_features_v0.1.npz	42321	a1293723d6a7763c908fad12c6d1bc448565e1a27c8274d7c8f75176ac878c09
sub-71	36	TRAIN-HB1-10DB	1114	1107	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-71_features_v0.1.npz	41491	1c5db0bf6bb325ca3bdbacb07b987950ebedeb0b96ceb9bd26f5e975b5b5a982
sub-71	36	TRAIN-HB2-10DB	1114	1107	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-71_features_v0.1.npz	41596	5dce6aab77b796a0193aec764257a6c1e98b90c82bcdb6ba8dce3ce50914ac48
sub-73	38	TRAIN-BOTH-20DB	837	823	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-73_features_v0.1.npz	32540	2bd1159f7d4a672fa1d9b1d3fc867243e5d5b5d3fb61940e67f6d71ee3357404
sub-73	38	TRAIN-BOTH-10DB	837	823	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-73_features_v0.1.npz	31649	434ef04f4f4fd13880c99ba3b943f265c73ca7de939905528b5257ecc9a1a8a6
sub-73	38	TRAIN-HB1-10DB	837	823	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-73_features_v0.1.npz	32534	64894e7131cc107ae5662ec7f5966f10b990f4347c79622c2e87c19686a698d9
sub-73	38	TRAIN-HB2-10DB	837	823	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-73_features_v0.1.npz	32486	9f8fbdeb5e02d1ceac467778f9cd0457cfadaed27fc4a9bf48adb7b3d1e0ad1f
sub-74	39	TRAIN-BOTH-20DB	969	962	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-74_features_v0.1.npz	37350	9ee4be31cdbc6595e2e356783e83cc8148c081eedb306f923aa9c96fb0bf1de5
sub-74	39	TRAIN-BOTH-10DB	969	962	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-74_features_v0.1.npz	36845	9e3756a125920845e17180e646af54e5152265d6bc6df79d07dcd40385fc79ec
sub-74	39	TRAIN-HB1-10DB	969	962	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-74_features_v0.1.npz	37233	4cadf32a429980adbc2700b6a5e0b5d9ac3c8a86fa872868f68c2a9ad6f305c3
sub-74	39	TRAIN-HB2-10DB	969	962	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-74_features_v0.1.npz	37283	2eb096a0d90d15cb11a517b4f1b11cd1d51da33de7d9f2ad22efd265cdcd7887
sub-77	42	TRAIN-BOTH-20DB	1078	1071	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-77_features_v0.1.npz	41308	258d17dbc0610f7f91efb052d6b88ace934562ef7619daf4db597b55e83a5733
sub-77	42	TRAIN-BOTH-10DB	1078	1071	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-77_features_v0.1.npz	41144	be33d20fccbcb9d9c86693645015053adf0af20d066372c0630f42852e62be8d
sub-77	42	TRAIN-HB1-10DB	1078	1071	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-77_features_v0.1.npz	38765	1d7fc25f342c609e0b82b6255d06e139c3e7845af786f394ab8736418da345d3
sub-77	42	TRAIN-HB2-10DB	1078	1071	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-77_features_v0.1.npz	39332	655dbba48233fc729149f216d09f4de2c7aa86ed97170c8a1ec65b9680c7a49b
sub-78	43	TRAIN-BOTH-20DB	880	873	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-78_features_v0.1.npz	34220	14eb2de77000cba120998852ba80ffdf758338869be301b021208d2c61beb59a
sub-78	43	TRAIN-BOTH-10DB	880	873	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-78_features_v0.1.npz	33262	913e166865a6e034561a8aba8ca253ac259f4a92aa4a103837892f01c9f198d0
sub-78	43	TRAIN-HB1-10DB	880	873	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-78_features_v0.1.npz	34249	0c6ba28ad113677aff4db5589454b3d8dd5ab0e935491bff2f04fae20d3f707c
sub-78	43	TRAIN-HB2-10DB	880	873	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-78_features_v0.1.npz	34070	67db4c03091b538b3d8c7be3e9a5204db9012013c4c4f3dddd3c46c6cef46e22
sub-80	45	TRAIN-BOTH-20DB	820	813	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-80_features_v0.1.npz	31837	07d4d7d1ff7d4b8238289c4f602f0a356a47bce6b19bf3aea67656d3d8f8280a
sub-80	45	TRAIN-BOTH-10DB	820	813	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-80_features_v0.1.npz	30935	77ddcaad87b02091d6ffa6d615382215b0ca924e2e4988cf0623d87909fa6641
sub-80	45	TRAIN-HB1-10DB	820	813	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-80_features_v0.1.npz	31859	8b2a40c0199f7e1070065e37d052aa6130c0be4ba27ab39e0ff151043db03ae0
sub-80	45	TRAIN-HB2-10DB	820	813	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-80_features_v0.1.npz	31832	0067b4660cd9f5e1a9ca9030d3d614c9500490d7d6cbe2308ff0695290b53aab
sub-81	46	TRAIN-BOTH-20DB	905	898	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-81_features_v0.1.npz	35056	825c2c6346366a9cee1d578753716dadabf8e08a872bb6357a3002f09c6e8b02
sub-81	46	TRAIN-BOTH-10DB	905	898	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-81_features_v0.1.npz	34153	17267a7949e06ef4cc7d58dad4ddf9744f7943365448a4b9d9e1ec62d2f150f7
sub-81	46	TRAIN-HB1-10DB	905	898	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-81_features_v0.1.npz	34973	abff05747e9aee2f9808e0f20e6eb453e3f9bf3da96f29ea37b3b530fc540b7b
sub-81	46	TRAIN-HB2-10DB	905	898	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-81_features_v0.1.npz	35013	d246a09be48c8f1eb38fb904bba2982eaad2093899c78f5e8919a859299e1a86
sub-83	50	TRAIN-BOTH-20DB	899	885	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-83_features_v0.1.npz	34812	06d6acd5126ef3d90ced26277db156f9d039f16257199228931f3d89065f542a
sub-83	50	TRAIN-BOTH-10DB	899	885	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-83_features_v0.1.npz	33767	4c9cbf5600c2390a6aaf191594578745c6255f5708b19f7b4af8ead86006714a
sub-83	50	TRAIN-HB1-10DB	899	885	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-83_features_v0.1.npz	34823	1b1d07558774d0deb81d521b06d3597b5967c51366922ddcf133f66fdf21b7c3
sub-83	50	TRAIN-HB2-10DB	899	885	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-83_features_v0.1.npz	34704	c48a32a8800e62abb0b5d35a15802a84932ff810250fb94c508d80fde8687bc3
sub-84	51	TRAIN-BOTH-20DB	1017	1010	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-84_features_v0.1.npz	39164	0acfcfc65c9841189d285f65d1e4149483aafb1ccb1a84718ad518870b1792eb
sub-84	51	TRAIN-BOTH-10DB	1017	1010	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-84_features_v0.1.npz	38139	eefc3638814ad640698c6c38f987f5d62749a8dd65278bf89926cc73ef1d1cfc
sub-84	51	TRAIN-HB1-10DB	1017	1010	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-84_features_v0.1.npz	38093	992c75fb90ae3390bbc258c8e2b53a1d79ad5114661154b05fa9f5a76594683e
sub-84	51	TRAIN-HB2-10DB	1017	1010	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-84_features_v0.1.npz	38018	c21ea3ed86115e12d4c530f4ad2a11c8a3c9f2689fca00e8faea875d676acf10
sub-86	53	TRAIN-BOTH-20DB	944	937	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-86_features_v0.1.npz	36406	acab96947005e1a0ba5e07a77cfd8e5095a2d55c165d4e012709be9f7caeaa64
sub-86	53	TRAIN-BOTH-10DB	944	937	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-86_features_v0.1.npz	35346	1c5ca448698c8509ad620ec2eb07776a98b42e6c9e8ed6d4f796845d44c56ba3
sub-86	53	TRAIN-HB1-10DB	944	937	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-86_features_v0.1.npz	36535	c649c2cdb0be60dd46026b83a185b52fdf79c090daa84d8c303feb75cfe0df78
sub-86	53	TRAIN-HB2-10DB	944	937	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-86_features_v0.1.npz	36468	89e086ebe150225ba2d4705a4999d168e2fa4b1625b386e3c1d8a18d4366ae84
sub-87	54	TRAIN-BOTH-20DB	957	950	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-87_features_v0.1.npz	36253	aa3edbe37ddf27511eb7564cb53308f59ebc6ea4afe2f48eb41d30df65bb48a5
sub-87	54	TRAIN-BOTH-10DB	957	950	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-87_features_v0.1.npz	35601	721d10bbc07286b025943b4d2b704feabc50f42aee971d46fcd85e383513f5fb
sub-87	54	TRAIN-HB1-10DB	957	950	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-87_features_v0.1.npz	36529	060a6465f0a134dd0baa6a4d84b168f24d0b216d2b448063047627ad52045d43
sub-87	54	TRAIN-HB2-10DB	957	950	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-87_features_v0.1.npz	36554	5a7809a280e4b5032a99ec2204a574f7ac705ff3a9dcc112895feb73804cecf4
sub-91	58	TRAIN-BOTH-20DB	1021	1014	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-91_features_v0.1.npz	39349	f13ae342c63eff28cd49cca9fb1d8c512470840ac2909e7af9e00e2ebda39bd8
sub-91	58	TRAIN-BOTH-10DB	1021	1014	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-91_features_v0.1.npz	38837	e86b40c5fade0e8136c8c6f98bc78605d5e625b659c5a8db9e6d2347b41af8db
sub-91	58	TRAIN-HB1-10DB	1021	1014	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-91_features_v0.1.npz	39188	b3702e217efcceef93afadfdea351d21444fa04bb2916f08158b64abbea04e5a
sub-91	58	TRAIN-HB2-10DB	1021	1014	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-91_features_v0.1.npz	39245	c948f80e41338a2a5700ca38a5244bbf59b07b96419df71eb5ec66cd6f9853f2
