quality_version	structural_quality_version	amplitude_quality_version	transition_id	subject	participant_id	pid	transition_type	is_primary_label	nominal_boundary_sec	window_start_sample	window_stop_sample	eeg_envelope_proxy_status	amplitude_window_decision	amplitude_review_priority	structural_critical_flags	amplitude_critical_flags	amplitude_review_flags	combined_critical_flags	combined_review_flags	preprocessing_decision	previous_quality_version	previous_preprocessing_decision	actual_window_samples	expected_window_samples	full_window_coverage	coverage_critical_flag	new_critical_exclusion_v0.3
v0.3	v0.1	v0.1	49	sub-12	sub-12	92	REM_to_Wake	True	28410.0	7242240	7303680	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	449	sub-120	sub-120	99	REM_to_Wake	True	6660.0	1674240	1735680	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	450	sub-120	sub-120	99	Wake_to_REM	False	6690.0	1681920	1743360	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	451	sub-120	sub-120	99	REM_to_Wake	True	13830.0	3509760	3571200	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	452	sub-120	sub-120	99	Wake_to_REM	False	13860.0	3517440	3578880	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	453	sub-120	sub-120	99	REM_to_Wake	True	23580.0	6005760	6059776	lag_review	exclude	critical_exclusion	pass	amplitude:flatline_at_least_5_sec	amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:repeated_endpoints	amplitude:flatline_at_least_5_sec;coverage:incomplete_240s_signal_coverage	amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:repeated_endpoints	exclude_critical	v0.2	exclude_critical	54016	61440	False	coverage:incomplete_240s_signal_coverage	False
v0.3	v0.1	v0.1	454	sub-121	sub-121	100	REM_to_Wake	True	22590.0	5752320	5813760	near_zero_lag	review	targeted_review	pass	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:many_abrupt_jumps	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:many_abrupt_jumps	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	455	sub-123	sub-123	102	REM_to_Wake	True	15630.0	3970560	4032000	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	456	sub-123	sub-123	102	REM_to_Wake	True	19980.0	5084160	5145600	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	457	sub-123	sub-123	102	Wake_to_REM	False	20010.0	5091840	5153280	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	458	sub-124	sub-124	15	REM_to_Wake	True	14640.0	3717120	3778560	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	459	sub-124	sub-124	15	REM_to_Wake	True	25770.0	6566400	6627840	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	460	sub-124	sub-124	15	Wake_to_REM	False	25800.0	6574080	6635520	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	461	sub-124	sub-124	15	REM_to_Wake	True	26220.0	6681600	6743040	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	462	sub-124	sub-124	15	Wake_to_REM	False	26250.0	6689280	6750720	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	463	sub-124	sub-124	15	REM_to_Wake	True	26550.0	6766080	6827520	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	464	sub-125	sub-125	104	REM_to_Wake	True	13200.0	3348480	3409920	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	465	sub-125	sub-125	104	REM_to_Wake	True	18480.0	4700160	4761600	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	466	sub-125	sub-125	104	REM_to_Wake	True	23760.0	6051840	6113280	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	467	sub-126	sub-126	106	REM_to_Wake	True	9540.0	2411520	2472960	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	468	sub-126	sub-126	106	REM_to_Wake	True	19740.0	5022720	5084160	near_zero_lag	review	targeted_review	pass	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:many_abrupt_jumps;amplitude:repeated_endpoints	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:many_abrupt_jumps;amplitude:repeated_endpoints	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	469	sub-126	sub-126	106	REM_to_Wake	True	20040.0	5099520	5160960	near_zero_lag	review	targeted_review	pass	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:many_abrupt_jumps;amplitude:repeated_endpoints	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:many_abrupt_jumps;amplitude:repeated_endpoints	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	470	sub-126	sub-126	106	REM_to_Wake	True	23460.0	5975040	6036480	near_zero_lag	review	targeted_review	pass	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:repeated_endpoints	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:repeated_endpoints	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	471	sub-126	sub-126	106	Wake_to_REM	False	23490.0	5982720	6044160	near_zero_lag	review	targeted_review	pass	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:repeated_endpoints	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:repeated_endpoints	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	472	sub-126	sub-126	106	REM_to_Wake	True	23970.0	6105600	6167040	near_zero_lag	review	targeted_review	pass	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:repeated_endpoints	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:repeated_endpoints	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	473	sub-126	sub-126	106	Wake_to_REM	False	24000.0	6113280	6174720	near_zero_lag	review	targeted_review	pass	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:repeated_endpoints	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:repeated_endpoints	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	474	sub-126	sub-126	106	REM_to_Wake	True	24030.0	6120960	6182400	near_zero_lag	review	targeted_review	pass	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:repeated_endpoints	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:repeated_endpoints	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	475	sub-127	sub-127	107	REM_to_Wake	True	24660.0	6282240	6343680	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	476	sub-128	sub-128	108	REM_to_Wake	True	16290.0	4139520	4200960	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	50	sub-14	sub-14	9	REM_to_Wake	True	14700.0	3732480	3793920	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	51	sub-14	sub-14	9	REM_to_Wake	True	20940.0	5329920	5391360	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	52	sub-14	sub-14	9	REM_to_Wake	True	26940.0	6865920	6927360	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	53	sub-14	sub-14	9	REM_to_Wake	True	32010.0	8163840	8220928	lag_review	exclude	critical_exclusion	pass	amplitude:flatline_at_least_5_sec	amplitude:high_robust_range;amplitude:repeated_endpoints	amplitude:flatline_at_least_5_sec;coverage:incomplete_240s_signal_coverage	amplitude:high_robust_range;amplitude:repeated_endpoints	exclude_critical	v0.2	exclude_critical	57088	61440	False	coverage:incomplete_240s_signal_coverage	False
v0.3	v0.1	v0.1	54	sub-15	sub-15	10	REM_to_Wake	True	24600.0	6266880	6328320	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	55	sub-15	sub-15	10	Wake_to_REM	False	24630.0	6274560	6336000	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	56	sub-15	sub-15	10	REM_to_Wake	True	25080.0	6389760	6451200	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	57	sub-15	sub-15	10	Wake_to_REM	False	25110.0	6397440	6458880	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	58	sub-15	sub-15	10	REM_to_Wake	True	25710.0	6551040	6612480	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	59	sub-16	sub-16	11	REM_to_Wake	True	17460.0	4439040	4500480	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	60	sub-16	sub-16	11	Wake_to_REM	False	17490.0	4446720	4508160	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	61	sub-16	sub-16	11	REM_to_Wake	True	18000.0	4577280	4638720	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	62	sub-16	sub-16	11	Wake_to_REM	False	18060.0	4592640	4654080	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	63	sub-16	sub-16	11	REM_to_Wake	True	25500.0	6497280	6558720	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	64	sub-16	sub-16	11	Wake_to_REM	False	25530.0	6504960	6566400	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	65	sub-16	sub-16	11	REM_to_Wake	True	26220.0	6681600	6743040	lag_review	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	66	sub-16	sub-16	11	Wake_to_REM	False	26250.0	6689280	6750720	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	67	sub-16	sub-16	11	REM_to_Wake	True	26340.0	6712320	6773760	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	68	sub-16	sub-16	11	Wake_to_REM	False	26370.0	6720000	6781440	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	69	sub-16	sub-16	11	REM_to_Wake	True	26790.0	6827520	6888960	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	70	sub-16	sub-16	11	Wake_to_REM	False	26820.0	6835200	6896640	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	71	sub-16	sub-16	11	REM_to_Wake	True	27780.0	7080960	7142400	near_zero_lag	review	targeted_review	pass	pass	amplitude:high_robust_range;amplitude:many_10mad_outliers	pass	amplitude:high_robust_range;amplitude:many_10mad_outliers	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	72	sub-17	sub-17	92	REM_to_Wake	True	5670.0	1420800	1482240	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	73	sub-17	sub-17	92	REM_to_Wake	True	11340.0	2872320	2933760	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	74	sub-17	sub-17	92	REM_to_Wake	True	12150.0	3079680	3141120	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	75	sub-17	sub-17	92	REM_to_Wake	True	23520.0	5990400	6051840	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	76	sub-17	sub-17	92	Wake_to_REM	False	23550.0	5998080	6059520	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	77	sub-17	sub-17	92	REM_to_Wake	True	23850.0	6074880	6136320	near_zero_lag	review	targeted_review	pass	pass	amplitude:high_robust_range;amplitude:many_10mad_outliers	pass	amplitude:high_robust_range;amplitude:many_10mad_outliers	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	78	sub-17	sub-17	92	Wake_to_REM	False	23880.0	6082560	6144000	near_zero_lag	review	targeted_review	pass	pass	amplitude:high_robust_range;amplitude:many_10mad_outliers	pass	amplitude:high_robust_range;amplitude:many_10mad_outliers	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	79	sub-17	sub-17	92	REM_to_Wake	True	24090.0	6136320	6197760	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	80	sub-17	sub-17	92	Wake_to_REM	False	24120.0	6144000	6205440	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	81	sub-17	sub-17	92	REM_to_Wake	True	24180.0	6159360	6220800	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	82	sub-17	sub-17	92	REM_to_Wake	True	24780.0	6312960	6374400	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	83	sub-17	sub-17	92	Wake_to_REM	False	24810.0	6320640	6382080	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	84	sub-17	sub-17	92	REM_to_Wake	True	25110.0	6397440	6458880	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	85	sub-17	sub-17	92	REM_to_Wake	True	29100.0	7418880	7480320	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	86	sub-17	sub-17	92	Wake_to_REM	False	29130.0	7426560	7488000	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	87	sub-17	sub-17	92	REM_to_Wake	True	29160.0	7434240	7495680	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	88	sub-18	sub-18	12	REM_to_Wake	True	6660.0	1674240	1735680	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	89	sub-18	sub-18	12	REM_to_Wake	True	10950.0	2772480	2833920	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	90	sub-18	sub-18	12	Wake_to_REM	False	10980.0	2780160	2841600	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	91	sub-18	sub-18	12	REM_to_Wake	True	12240.0	3102720	3164160	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	92	sub-18	sub-18	12	REM_to_Wake	True	17340.0	4408320	4469760	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	93	sub-18	sub-18	12	REM_to_Wake	True	22020.0	5606400	5667840	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	94	sub-18	sub-18	12	REM_to_Wake	True	22890.0	5829120	5890560	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	95	sub-18	sub-18	12	REM_to_Wake	True	23310.0	5936640	5998080	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	96	sub-18	sub-18	12	REM_to_Wake	True	26700.0	6804480	6865920	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	97	sub-18	sub-18	12	Wake_to_REM	False	26730.0	6812160	6873600	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	98	sub-18	sub-18	12	REM_to_Wake	True	28260.0	7203840	7265280	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	99	sub-19	sub-19	93	REM_to_Wake	True	22590.0	5752320	5813760	near_zero_lag	review	targeted_review	pass	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:many_abrupt_jumps	pass	amplitude:high_peak_to_peak;amplitude:high_robust_range;amplitude:many_10mad_outliers;amplitude:many_abrupt_jumps	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	100	sub-19	sub-19	93	REM_to_Wake	True	29880.0	7618560	7680000	lag_review	review	targeted_review	pass	pass	amplitude:high_robust_range;amplitude:many_10mad_outliers	pass	amplitude:high_robust_range;amplitude:many_10mad_outliers	review_targeted	v0.2	review_targeted	61440	61440	True	pass	False
v0.3	v0.1	v0.1	6	sub-2	sub-2	89	REM_to_Wake	True	15960.0	4055040	4116480	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	7	sub-2	sub-2	89	Wake_to_REM	False	15990.0	4062720	4124160	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	8	sub-2	sub-2	89	REM_to_Wake	True	16290.0	4139520	4200960	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	9	sub-2	sub-2	89	REM_to_Wake	True	16470.0	4185600	4247040	lag_review	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	10	sub-2	sub-2	89	REM_to_Wake	True	20760.0	5283840	5345280	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	11	sub-2	sub-2	89	Wake_to_REM	False	21210.0	5399040	5460480	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	12	sub-2	sub-2	89	REM_to_Wake	True	21330.0	5429760	5491200	lag_review	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	13	sub-2	sub-2	89	REM_to_Wake	True	24930.0	6351360	6412800	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	14	sub-2	sub-2	89	REM_to_Wake	True	25110.0	6397440	6458880	near_zero_lag	include	no_review_flag	pass	pass	pass	pass	pass	include	v0.2	include	61440	61440	True	pass	False
v0.3	v0.1	v0.1	101	sub-20	sub-20	13	REM_to_Wake	True	12480.0	3164160	3225600	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
v0.3	v0.1	v0.1	102	sub-20	sub-20	13	REM_to_Wake	True	29250.0	7457280	7518720	near_zero_lag	review	mad_only_review	pass	pass	amplitude:many_10mad_outliers	pass	amplitude:many_10mad_outliers	include_mad_sensitivity	v0.2	include_mad_sensitivity	61440	61440	True	pass	False
