sample_id	subject	pid	candidate_time_sec	label	source_tier	retained	drop_reason
background_863	sub-122	101	3150.0	0	nontarget_window_no_remwake_nearby	True	
background_885	sub-122	101	5070.0	0	nontarget_window_no_remwake_nearby	True	
background_866	sub-122	101	9840.0	0	nontarget_window_no_remwake_nearby	True	
background_867	sub-122	101	17100.0	0	nontarget_window_no_remwake_nearby	True	
background_872	sub-122	101	20340.0	0	nontarget_window_no_remwake_nearby	True	
background_880	sub-122	101	20370.0	0	nontarget_window_no_remwake_nearby	True	
background_881	sub-122	101	20400.0	0	nontarget_window_no_remwake_nearby	True	
background_890	sub-122	101	20460.0	0	strict_same_stage_window	True	
background_891	sub-122	101	20490.0	0	strict_same_stage_window	True	
background_879	sub-122	101	21810.0	0	nontarget_window_no_remwake_nearby	True	
background_870	sub-122	101	24030.0	0	nontarget_window_no_remwake_nearby	True	
background_875	sub-122	101	24060.0	0	nontarget_window_no_remwake_nearby	True	
background_871	sub-122	101	24450.0	0	nontarget_window_no_remwake_nearby	True	
background_876	sub-122	101	24480.0	0	nontarget_window_no_remwake_nearby	True	
background_877	sub-122	101	24840.0	0	nontarget_window_no_remwake_nearby	True	
background_878	sub-122	101	24870.0	0	nontarget_window_no_remwake_nearby	True	
background_984	sub-125	104	120.0	0	strict_same_stage_window	True	
background_985	sub-125	104	150.0	0	strict_same_stage_window	True	
background_978	sub-125	104	2100.0	0	nontarget_window_no_remwake_nearby	True	
background_979	sub-125	104	2130.0	0	nontarget_window_no_remwake_nearby	True	
background_976	sub-125	104	2190.0	0	nontarget_window_no_remwake_nearby	True	
background_959	sub-125	104	2220.0	0	nontarget_window_no_remwake_nearby	True	
background_960	sub-125	104	2250.0	0	nontarget_window_no_remwake_nearby	True	
background_961	sub-125	104	2400.0	0	nontarget_window_no_remwake_nearby	True	
background_967	sub-125	104	2430.0	0	nontarget_window_no_remwake_nearby	True	
background_968	sub-125	104	2460.0	0	nontarget_window_no_remwake_nearby	True	
background_980	sub-125	104	2520.0	0	strict_same_stage_window	True	
background_981	sub-125	104	2550.0	0	strict_same_stage_window	True	
background_965	sub-125	104	2940.0	0	nontarget_window_no_remwake_nearby	True	
background_962	sub-125	104	2970.0	0	nontarget_window_no_remwake_nearby	True	
background_971	sub-125	104	3570.0	0	nontarget_window_no_remwake_nearby	True	
background_977	sub-125	104	3600.0	0	nontarget_window_no_remwake_nearby	True	
background_963	sub-125	104	3630.0	0	nontarget_window_no_remwake_nearby	True	
background_972	sub-125	104	4050.0	0	nontarget_window_no_remwake_nearby	True	
background_966	sub-125	104	4950.0	0	nontarget_window_no_remwake_nearby	True	
background_969	sub-125	104	11520.0	0	nontarget_window_no_remwake_nearby	True	
background_974	sub-125	104	11550.0	0	nontarget_window_no_remwake_nearby	True	
background_975	sub-125	104	11580.0	0	nontarget_window_no_remwake_nearby	True	
background_982	sub-125	104	11640.0	0	strict_same_stage_window	True	
background_983	sub-125	104	11670.0	0	strict_same_stage_window	True	
transition_464	sub-125	104	13200.0	1	REM_to_Wake	True	
background_964	sub-125	104	16740.0	0	nontarget_window_no_remwake_nearby	True	
background_970	sub-125	104	17250.0	0	nontarget_window_no_remwake_nearby	True	
transition_465	sub-125	104	18480.0	1	REM_to_Wake	True	
transition_466	sub-125	104	23760.0	1	REM_to_Wake	True	
background_973	sub-125	104	25260.0	0	nontarget_window_no_remwake_nearby	True	
background_1099	sub-128	108	120.0	0	strict_same_stage_window	True	
background_1100	sub-128	108	150.0	0	strict_same_stage_window	True	
background_1093	sub-128	108	2550.0	0	nontarget_window_no_remwake_nearby	True	
background_1094	sub-128	108	2580.0	0	nontarget_window_no_remwake_nearby	True	
background_1089	sub-128	108	2640.0	0	nontarget_window_no_remwake_nearby	True	
background_1068	sub-128	108	2670.0	0	nontarget_window_no_remwake_nearby	True	
background_1090	sub-128	108	2910.0	0	nontarget_window_no_remwake_nearby	True	
background_1062	sub-128	108	2940.0	0	nontarget_window_no_remwake_nearby	True	
background_1063	sub-128	108	2970.0	0	nontarget_window_no_remwake_nearby	True	
background_1064	sub-128	108	3000.0	0	nontarget_window_no_remwake_nearby	True	
background_1072	sub-128	108	3030.0	0	nontarget_window_no_remwake_nearby	True	
background_1073	sub-128	108	3060.0	0	nontarget_window_no_remwake_nearby	True	
background_1078	sub-128	108	3090.0	0	nontarget_window_no_remwake_nearby	True	
background_1065	sub-128	108	3240.0	0	nontarget_window_no_remwake_nearby	True	
background_1079	sub-128	108	3330.0	0	nontarget_window_no_remwake_nearby	True	
background_1070	sub-128	108	3900.0	0	nontarget_window_no_remwake_nearby	True	
background_1095	sub-128	108	4050.0	0	strict_same_stage_window	True	
background_1096	sub-128	108	4080.0	0	strict_same_stage_window	True	
background_1091	sub-128	108	5310.0	0	nontarget_window_no_remwake_nearby	True	
background_1092	sub-128	108	5580.0	0	nontarget_window_no_remwake_nearby	True	
background_1071	sub-128	108	5910.0	0	nontarget_window_no_remwake_nearby	True	
background_1074	sub-128	108	6690.0	0	nontarget_window_no_remwake_nearby	True	
background_1082	sub-128	108	6720.0	0	nontarget_window_no_remwake_nearby	True	
background_1080	sub-128	108	6750.0	0	nontarget_window_no_remwake_nearby	True	
background_1075	sub-128	108	6870.0	0	nontarget_window_no_remwake_nearby	True	
background_1081	sub-128	108	6900.0	0	nontarget_window_no_remwake_nearby	True	
background_1083	sub-128	108	7140.0	0	nontarget_window_no_remwake_nearby	True	
background_1076	sub-128	108	10380.0	0	nontarget_window_no_remwake_nearby	True	
background_1087	sub-128	108	10410.0	0	nontarget_window_no_remwake_nearby	True	
background_1084	sub-128	108	10440.0	0	nontarget_window_no_remwake_nearby	True	
background_1069	sub-128	108	11670.0	0	nontarget_window_no_remwake_nearby	True	
background_1077	sub-128	108	16080.0	0	nontarget_window_no_remwake_nearby	True	
background_1088	sub-128	108	16110.0	0	nontarget_window_no_remwake_nearby	True	
transition_476	sub-128	108	16290.0	1	REM_to_Wake	True	
background_1097	sub-128	108	16530.0	0	strict_same_stage_window	True	
background_1098	sub-128	108	16560.0	0	strict_same_stage_window	True	
background_1085	sub-128	108	17670.0	0	nontarget_window_no_remwake_nearby	True	
background_1066	sub-128	108	17700.0	0	nontarget_window_no_remwake_nearby	True	
background_1067	sub-128	108	18780.0	0	nontarget_window_no_remwake_nearby	True	
background_1086	sub-128	108	19530.0	0	nontarget_window_no_remwake_nearby	True	
background_1137	sub-13	91	120.0	0	strict_same_stage_window	True	
background_1129	sub-13	91	150.0	0	nontarget_window_no_remwake_nearby	True	
background_1130	sub-13	91	180.0	0	nontarget_window_no_remwake_nearby	True	
background_1126	sub-13	91	240.0	0	nontarget_window_no_remwake_nearby	True	
background_1101	sub-13	91	270.0	0	nontarget_window_no_remwake_nearby	True	
background_1103	sub-13	91	300.0	0	nontarget_window_no_remwake_nearby	True	
background_1109	sub-13	91	330.0	0	nontarget_window_no_remwake_nearby	True	
background_1110	sub-13	91	360.0	0	nontarget_window_no_remwake_nearby	True	
background_1131	sub-13	91	420.0	0	strict_same_stage_window	True	
background_1132	sub-13	91	450.0	0	strict_same_stage_window	True	
background_1107	sub-13	91	690.0	0	nontarget_window_no_remwake_nearby	True	
background_1104	sub-13	91	720.0	0	nontarget_window_no_remwake_nearby	True	
background_1115	sub-13	91	1320.0	0	nontarget_window_no_remwake_nearby	True	
background_1127	sub-13	91	1350.0	0	nontarget_window_no_remwake_nearby	True	
background_1111	sub-13	91	2370.0	0	nontarget_window_no_remwake_nearby	True	
background_1119	sub-13	91	2400.0	0	nontarget_window_no_remwake_nearby	True	
background_1120	sub-13	91	2430.0	0	nontarget_window_no_remwake_nearby	True	
background_1133	sub-13	91	2490.0	0	strict_same_stage_window	True	
background_1117	sub-13	91	2610.0	0	nontarget_window_no_remwake_nearby	True	
background_1116	sub-13	91	2670.0	0	nontarget_window_no_remwake_nearby	True	
background_1108	sub-13	91	5130.0	0	nontarget_window_no_remwake_nearby	True	
background_1102	sub-13	91	5940.0	0	nontarget_window_no_remwake_nearby	True	
background_1112	sub-13	91	7830.0	0	nontarget_window_no_remwake_nearby	True	
background_1134	sub-13	91	7950.0	0	strict_same_stage_window	True	
background_1118	sub-13	91	8730.0	0	nontarget_window_no_remwake_nearby	True	
background_1113	sub-13	91	8940.0	0	nontarget_window_no_remwake_nearby	True	
background_1124	sub-13	91	8970.0	0	nontarget_window_no_remwake_nearby	True	
background_1125	sub-13	91	9000.0	0	nontarget_window_no_remwake_nearby	True	
background_1135	sub-13	91	9060.0	0	strict_same_stage_window	True	
background_1136	sub-13	91	9090.0	0	strict_same_stage_window	True	
background_1122	sub-13	91	10290.0	0	nontarget_window_no_remwake_nearby	True	
background_1121	sub-13	91	12180.0	0	nontarget_window_no_remwake_nearby	True	
background_1128	sub-13	91	12210.0	0	nontarget_window_no_remwake_nearby	True	
background_1173	sub-14	9	120.0	0	strict_same_stage_window	True	
background_1174	sub-14	9	150.0	0	strict_same_stage_window	True	
background_1166	sub-14	9	480.0	0	nontarget_window_no_remwake_nearby	True	
background_1161	sub-14	9	540.0	0	nontarget_window_no_remwake_nearby	True	
background_1139	sub-14	9	570.0	0	nontarget_window_no_remwake_nearby	True	
background_1141	sub-14	9	600.0	0	nontarget_window_no_remwake_nearby	True	
background_1147	sub-14	9	630.0	0	nontarget_window_no_remwake_nearby	True	
background_1148	sub-14	9	660.0	0	nontarget_window_no_remwake_nearby	True	
background_1167	sub-14	9	720.0	0	strict_same_stage_window	True	
background_1168	sub-14	9	750.0	0	strict_same_stage_window	True	
background_1153	sub-14	9	1140.0	0	nontarget_window_no_remwake_nearby	True	
background_1163	sub-14	9	1200.0	0	nontarget_window_no_remwake_nearby	True	
background_1154	sub-14	9	1380.0	0	nontarget_window_no_remwake_nearby	True	
background_1164	sub-14	9	1410.0	0	nontarget_window_no_remwake_nearby	True	
background_1162	sub-14	9	2730.0	0	nontarget_window_no_remwake_nearby	True	
background_1143	sub-14	9	2760.0	0	nontarget_window_no_remwake_nearby	True	
background_1140	sub-14	9	3150.0	0	nontarget_window_no_remwake_nearby	True	
background_1142	sub-14	9	3240.0	0	nontarget_window_no_remwake_nearby	True	
background_1149	sub-14	9	4230.0	0	nontarget_window_no_remwake_nearby	True	
background_1155	sub-14	9	4260.0	0	nontarget_window_no_remwake_nearby	True	
background_1150	sub-14	9	4320.0	0	nontarget_window_no_remwake_nearby	True	
background_1157	sub-14	9	4350.0	0	nontarget_window_no_remwake_nearby	True	
background_1158	sub-14	9	4380.0	0	nontarget_window_no_remwake_nearby	True	
background_1169	sub-14	9	4440.0	0	strict_same_stage_window	True	
background_1156	sub-14	9	9810.0	0	nontarget_window_no_remwake_nearby	True	
background_1145	sub-14	9	10890.0	0	nontarget_window_no_remwake_nearby	True	
background_1151	sub-14	9	13080.0	0	nontarget_window_no_remwake_nearby	True	
background_1159	sub-14	9	13110.0	0	nontarget_window_no_remwake_nearby	True	
background_1160	sub-14	9	13140.0	0	nontarget_window_no_remwake_nearby	True	
background_1171	sub-14	9	13200.0	0	strict_same_stage_window	True	
background_1172	sub-14	9	13230.0	0	strict_same_stage_window	True	
transition_50	sub-14	9	14700.0	1	REM_to_Wake	True	
background_1152	sub-14	9	19710.0	0	nontarget_window_no_remwake_nearby	True	
transition_51	sub-14	9	20940.0	1	REM_to_Wake	True	
transition_52	sub-14	9	26940.0	1	REM_to_Wake	True	
background_1146	sub-14	9	29940.0	0	nontarget_window_no_remwake_nearby	True	
background_1203	sub-15	10	1740.0	0	nontarget_window_no_remwake_nearby	True	
background_1198	sub-15	10	1800.0	0	nontarget_window_no_remwake_nearby	True	
background_1175	sub-15	10	1830.0	0	nontarget_window_no_remwake_nearby	True	
background_1176	sub-15	10	1860.0	0	nontarget_window_no_remwake_nearby	True	
background_1177	sub-15	10	1920.0	0	nontarget_window_no_remwake_nearby	True	
background_1182	sub-15	10	1950.0	0	nontarget_window_no_remwake_nearby	True	
background_1183	sub-15	10	1980.0	0	nontarget_window_no_remwake_nearby	True	
background_1204	sub-15	10	2040.0	0	strict_same_stage_window	True	
background_1205	sub-15	10	2070.0	0	strict_same_stage_window	True	
background_1184	sub-15	10	3240.0	0	nontarget_window_no_remwake_nearby	True	
background_1190	sub-15	10	3270.0	0	nontarget_window_no_remwake_nearby	True	
background_1185	sub-15	10	3360.0	0	nontarget_window_no_remwake_nearby	True	
background_1192	sub-15	10	3390.0	0	nontarget_window_no_remwake_nearby	True	
background_1193	sub-15	10	3420.0	0	nontarget_window_no_remwake_nearby	True	
background_1191	sub-15	10	3450.0	0	nontarget_window_no_remwake_nearby	True	
background_1186	sub-15	10	6660.0	0	nontarget_window_no_remwake_nearby	True	
background_1196	sub-15	10	6690.0	0	nontarget_window_no_remwake_nearby	True	
background_1194	sub-15	10	6720.0	0	nontarget_window_no_remwake_nearby	True	
background_1187	sub-15	10	6840.0	0	nontarget_window_no_remwake_nearby	True	
background_1197	sub-15	10	6870.0	0	nontarget_window_no_remwake_nearby	True	
background_1206	sub-15	10	6960.0	0	strict_same_stage_window	True	
background_1207	sub-15	10	6990.0	0	strict_same_stage_window	True	
background_1195	sub-15	10	7350.0	0	nontarget_window_no_remwake_nearby	True	
background_1180	sub-15	10	7770.0	0	nontarget_window_no_remwake_nearby	True	
background_1178	sub-15	10	7800.0	0	nontarget_window_no_remwake_nearby	True	
background_1188	sub-15	10	11970.0	0	nontarget_window_no_remwake_nearby	True	
background_1199	sub-15	10	12000.0	0	nontarget_window_no_remwake_nearby	True	
background_1189	sub-15	10	12060.0	0	nontarget_window_no_remwake_nearby	True	
background_1179	sub-15	10	12150.0	0	nontarget_window_no_remwake_nearby	True	
background_1181	sub-15	10	15780.0	0	nontarget_window_no_remwake_nearby	True	
transition_54	sub-15	10	24600.0	1	REM_to_Wake	True	
transition_56	sub-15	10	25080.0	1	REM_to_Wake	True	
transition_58	sub-15	10	25710.0	1	REM_to_Wake	True	
background_1241	sub-16	11	120.0	0	strict_same_stage_window	True	
background_1242	sub-16	11	150.0	0	strict_same_stage_window	True	
background_1235	sub-16	11	5520.0	0	nontarget_window_no_remwake_nearby	True	
background_1236	sub-16	11	5550.0	0	nontarget_window_no_remwake_nearby	True	
background_1233	sub-16	11	5610.0	0	nontarget_window_no_remwake_nearby	True	
background_1210	sub-16	11	5640.0	0	nontarget_window_no_remwake_nearby	True	
background_1212	sub-16	11	5670.0	0	nontarget_window_no_remwake_nearby	True	
background_1218	sub-16	11	5700.0	0	nontarget_window_no_remwake_nearby	True	
background_1219	sub-16	11	5730.0	0	nontarget_window_no_remwake_nearby	True	
background_1237	sub-16	11	5790.0	0	strict_same_stage_window	True	
background_1238	sub-16	11	5820.0	0	strict_same_stage_window	True	
background_1220	sub-16	11	7470.0	0	nontarget_window_no_remwake_nearby	True	
background_1226	sub-16	11	7500.0	0	nontarget_window_no_remwake_nearby	True	
background_1221	sub-16	11	7620.0	0	nontarget_window_no_remwake_nearby	True	
background_1227	sub-16	11	7650.0	0	nontarget_window_no_remwake_nearby	True	
background_1228	sub-16	11	8310.0	0	nontarget_window_no_remwake_nearby	True	
background_1216	sub-16	11	9540.0	0	nontarget_window_no_remwake_nearby	True	
background_1213	sub-16	11	9570.0	0	nontarget_window_no_remwake_nearby	True	
background_1222	sub-16	11	10230.0	0	nontarget_window_no_remwake_nearby	True	
background_1231	sub-16	11	10260.0	0	nontarget_window_no_remwake_nearby	True	
background_1232	sub-16	11	10290.0	0	nontarget_window_no_remwake_nearby	True	
background_1239	sub-16	11	10350.0	0	strict_same_stage_window	True	
background_1240	sub-16	11	10380.0	0	strict_same_stage_window	True	
background_1229	sub-16	11	11250.0	0	nontarget_window_no_remwake_nearby	True	
background_1223	sub-16	11	16920.0	0	nontarget_window_no_remwake_nearby	True	
transition_59	sub-16	11	17460.0	1	REM_to_Wake	True	
transition_61	sub-16	11	18000.0	1	REM_to_Wake	True	
background_1230	sub-16	11	18870.0	0	nontarget_window_no_remwake_nearby	True	
background_1217	sub-16	11	22530.0	0	nontarget_window_no_remwake_nearby	True	
background_1211	sub-16	11	22560.0	0	nontarget_window_no_remwake_nearby	True	
background_1214	sub-16	11	22590.0	0	nontarget_window_no_remwake_nearby	True	
transition_63	sub-16	11	25500.0	1	REM_to_Wake	True	
transition_65	sub-16	11	26220.0	1	REM_to_Wake	True	
transition_67	sub-16	11	26340.0	1	REM_to_Wake	True	
transition_69	sub-16	11	26790.0	1	REM_to_Wake	True	
background_1274	sub-17	92	120.0	0	strict_same_stage_window	True	
background_1275	sub-17	92	150.0	0	strict_same_stage_window	True	
background_1268	sub-17	92	810.0	0	nontarget_window_no_remwake_nearby	True	
background_1269	sub-17	92	840.0	0	nontarget_window_no_remwake_nearby	True	
background_1265	sub-17	92	900.0	0	nontarget_window_no_remwake_nearby	True	
background_1243	sub-17	92	930.0	0	nontarget_window_no_remwake_nearby	True	
background_1247	sub-17	92	960.0	0	nontarget_window_no_remwake_nearby	True	
background_1266	sub-17	92	990.0	0	nontarget_window_no_remwake_nearby	True	
background_1245	sub-17	92	1020.0	0	nontarget_window_no_remwake_nearby	True	
background_1251	sub-17	92	1050.0	0	nontarget_window_no_remwake_nearby	True	
background_1252	sub-17	92	1080.0	0	nontarget_window_no_remwake_nearby	True	
background_1270	sub-17	92	1140.0	0	strict_same_stage_window	True	
background_1271	sub-17	92	1170.0	0	strict_same_stage_window	True	
background_1257	sub-17	92	1440.0	0	nontarget_window_no_remwake_nearby	True	
background_1244	sub-17	92	1560.0	0	nontarget_window_no_remwake_nearby	True	
background_1246	sub-17	92	1620.0	0	nontarget_window_no_remwake_nearby	True	
background_1253	sub-17	92	2850.0	0	nontarget_window_no_remwake_nearby	True	
background_1261	sub-17	92	2880.0	0	nontarget_window_no_remwake_nearby	True	
background_1262	sub-17	92	2910.0	0	nontarget_window_no_remwake_nearby	True	
background_1259	sub-17	92	2940.0	0	nontarget_window_no_remwake_nearby	True	
background_1254	sub-17	92	3120.0	0	nontarget_window_no_remwake_nearby	True	
background_1260	sub-17	92	3270.0	0	nontarget_window_no_remwake_nearby	True	
background_1258	sub-17	92	3720.0	0	nontarget_window_no_remwake_nearby	True	
background_1267	sub-17	92	3840.0	0	nontarget_window_no_remwake_nearby	True	
background_1255	sub-17	92	5220.0	0	nontarget_window_no_remwake_nearby	True	
background_1263	sub-17	92	5250.0	0	nontarget_window_no_remwake_nearby	True	
background_1264	sub-17	92	5280.0	0	nontarget_window_no_remwake_nearby	True	
background_1272	sub-17	92	5340.0	0	strict_same_stage_window	True	
background_1273	sub-17	92	5370.0	0	strict_same_stage_window	True	
transition_72	sub-17	92	5670.0	1	REM_to_Wake	True	
transition_73	sub-17	92	11340.0	1	REM_to_Wake	True	
background_1248	sub-17	92	11520.0	0	nontarget_window_no_remwake_nearby	True	
background_1256	sub-17	92	11760.0	0	nontarget_window_no_remwake_nearby	True	
transition_74	sub-17	92	12150.0	1	REM_to_Wake	True	
background_1249	sub-17	92	15570.0	0	nontarget_window_no_remwake_nearby	True	
background_1250	sub-17	92	22110.0	0	nontarget_window_no_remwake_nearby	True	
transition_75	sub-17	92	23520.0	1	REM_to_Wake	True	
transition_79	sub-17	92	24090.0	1	REM_to_Wake	True	
transition_81	sub-17	92	24180.0	1	REM_to_Wake	True	
transition_82	sub-17	92	24780.0	1	REM_to_Wake	True	
transition_84	sub-17	92	25110.0	1	REM_to_Wake	True	
transition_85	sub-17	92	29100.0	1	REM_to_Wake	True	
transition_87	sub-17	92	29160.0	1	REM_to_Wake	True	
background_1345	sub-19	93	120.0	0	strict_same_stage_window	True	
background_1346	sub-19	93	150.0	0	strict_same_stage_window	True	
background_1337	sub-19	93	1230.0	0	nontarget_window_no_remwake_nearby	True	
background_1338	sub-19	93	1260.0	0	nontarget_window_no_remwake_nearby	True	
background_1335	sub-19	93	1320.0	0	nontarget_window_no_remwake_nearby	True	
background_1310	sub-19	93	1350.0	0	nontarget_window_no_remwake_nearby	True	
background_1311	sub-19	93	1380.0	0	nontarget_window_no_remwake_nearby	True	
background_1314	sub-19	93	1410.0	0	nontarget_window_no_remwake_nearby	True	
background_1336	sub-19	93	1470.0	0	nontarget_window_no_remwake_nearby	True	
background_1312	sub-19	93	1500.0	0	nontarget_window_no_remwake_nearby	True	
background_1318	sub-19	93	1530.0	0	nontarget_window_no_remwake_nearby	True	
background_1319	sub-19	93	1560.0	0	nontarget_window_no_remwake_nearby	True	
background_1324	sub-19	93	1650.0	0	nontarget_window_no_remwake_nearby	True	
background_1315	sub-19	93	1710.0	0	nontarget_window_no_remwake_nearby	True	
background_1313	sub-19	93	1770.0	0	nontarget_window_no_remwake_nearby	True	
background_1325	sub-19	93	1980.0	0	nontarget_window_no_remwake_nearby	True	
background_1339	sub-19	93	2700.0	0	strict_same_stage_window	True	
background_1340	sub-19	93	2730.0	0	strict_same_stage_window	True	
background_1316	sub-19	93	4530.0	0	nontarget_window_no_remwake_nearby	True	
background_1320	sub-19	93	5430.0	0	nontarget_window_no_remwake_nearby	True	
background_1326	sub-19	93	5460.0	0	nontarget_window_no_remwake_nearby	True	
background_1321	sub-19	93	5490.0	0	nontarget_window_no_remwake_nearby	True	
background_1328	sub-19	93	5520.0	0	nontarget_window_no_remwake_nearby	True	
background_1329	sub-19	93	5550.0	0	nontarget_window_no_remwake_nearby	True	
background_1341	sub-19	93	5610.0	0	strict_same_stage_window	True	
background_1342	sub-19	93	5640.0	0	strict_same_stage_window	True	
background_1327	sub-19	93	5880.0	0	nontarget_window_no_remwake_nearby	True	
background_1322	sub-19	93	7680.0	0	nontarget_window_no_remwake_nearby	True	
background_1333	sub-19	93	7710.0	0	nontarget_window_no_remwake_nearby	True	
background_1334	sub-19	93	7740.0	0	nontarget_window_no_remwake_nearby	True	
background_1343	sub-19	93	7800.0	0	strict_same_stage_window	True	
background_1344	sub-19	93	7830.0	0	strict_same_stage_window	True	
background_1331	sub-19	93	8550.0	0	nontarget_window_no_remwake_nearby	True	
background_1323	sub-19	93	13620.0	0	nontarget_window_no_remwake_nearby	True	
background_1332	sub-19	93	15540.0	0	nontarget_window_no_remwake_nearby	True	
background_1422	sub-20	13	120.0	0	strict_same_stage_window	True	
background_1423	sub-20	13	150.0	0	strict_same_stage_window	True	
background_1411	sub-20	13	3210.0	0	nontarget_window_no_remwake_nearby	True	
background_1387	sub-20	13	3240.0	0	nontarget_window_no_remwake_nearby	True	
background_1388	sub-20	13	3270.0	0	nontarget_window_no_remwake_nearby	True	
background_1389	sub-20	13	3390.0	0	nontarget_window_no_remwake_nearby	True	
background_1394	sub-20	13	3420.0	0	nontarget_window_no_remwake_nearby	True	
background_1395	sub-20	13	3450.0	0	nontarget_window_no_remwake_nearby	True	
background_1417	sub-20	13	3510.0	0	strict_same_stage_window	True	
background_1396	sub-20	13	4740.0	0	nontarget_window_no_remwake_nearby	True	
background_1402	sub-20	13	4770.0	0	nontarget_window_no_remwake_nearby	True	
background_1397	sub-20	13	4800.0	0	nontarget_window_no_remwake_nearby	True	
background_1403	sub-20	13	4830.0	0	nontarget_window_no_remwake_nearby	True	
background_1404	sub-20	13	4980.0	0	nontarget_window_no_remwake_nearby	True	
background_1405	sub-20	13	5130.0	0	nontarget_window_no_remwake_nearby	True	
background_1390	sub-20	13	9960.0	0	nontarget_window_no_remwake_nearby	True	
background_1400	sub-20	13	11010.0	0	nontarget_window_no_remwake_nearby	True	
background_1392	sub-20	13	11160.0	0	nontarget_window_no_remwake_nearby	True	
background_1398	sub-20	13	11820.0	0	nontarget_window_no_remwake_nearby	True	
background_1409	sub-20	13	11850.0	0	nontarget_window_no_remwake_nearby	True	
background_1410	sub-20	13	11880.0	0	nontarget_window_no_remwake_nearby	True	
background_1420	sub-20	13	11940.0	0	strict_same_stage_window	True	
background_1421	sub-20	13	11970.0	0	strict_same_stage_window	True	
transition_101	sub-20	13	12480.0	1	REM_to_Wake	True	
background_1401	sub-20	13	15990.0	0	nontarget_window_no_remwake_nearby	True	
background_1399	sub-20	13	16380.0	0	nontarget_window_no_remwake_nearby	True	
background_1407	sub-20	13	18390.0	0	nontarget_window_no_remwake_nearby	True	
background_1393	sub-20	13	18930.0	0	nontarget_window_no_remwake_nearby	True	
background_1408	sub-20	13	24360.0	0	nontarget_window_no_remwake_nearby	True	
transition_102	sub-20	13	29250.0	1	REM_to_Wake	True	
background_1415	sub-20	13	29400.0	0	strict_same_stage_window	True	
background_1416	sub-20	13	29430.0	0	strict_same_stage_window	True	
background_1458	sub-21	93	120.0	0	strict_same_stage_window	True	
background_1459	sub-21	93	150.0	0	strict_same_stage_window	True	
background_1450	sub-21	93	2250.0	0	nontarget_window_no_remwake_nearby	True	
background_1451	sub-21	93	2280.0	0	nontarget_window_no_remwake_nearby	True	
background_1448	sub-21	93	2340.0	0	nontarget_window_no_remwake_nearby	True	
background_1426	sub-21	93	2370.0	0	nontarget_window_no_remwake_nearby	True	
background_1431	sub-21	93	2400.0	0	nontarget_window_no_remwake_nearby	True	
background_1432	sub-21	93	2430.0	0	nontarget_window_no_remwake_nearby	True	
background_1452	sub-21	93	2490.0	0	strict_same_stage_window	True	
background_1453	sub-21	93	2520.0	0	strict_same_stage_window	True	
background_1433	sub-21	93	2970.0	0	nontarget_window_no_remwake_nearby	True	
background_1439	sub-21	93	3000.0	0	nontarget_window_no_remwake_nearby	True	
background_1434	sub-21	93	3030.0	0	nontarget_window_no_remwake_nearby	True	
background_1441	sub-21	93	3060.0	0	nontarget_window_no_remwake_nearby	True	
background_1442	sub-21	93	3090.0	0	nontarget_window_no_remwake_nearby	True	
background_1454	sub-21	93	3150.0	0	strict_same_stage_window	True	
background_1455	sub-21	93	3180.0	0	strict_same_stage_window	True	
background_1440	sub-21	93	3360.0	0	nontarget_window_no_remwake_nearby	True	
background_1449	sub-21	93	6390.0	0	nontarget_window_no_remwake_nearby	True	
background_1424	sub-21	93	6420.0	0	nontarget_window_no_remwake_nearby	True	
background_1425	sub-21	93	6450.0	0	nontarget_window_no_remwake_nearby	True	
background_1427	sub-21	93	6510.0	0	nontarget_window_no_remwake_nearby	True	
background_1435	sub-21	93	13980.0	0	nontarget_window_no_remwake_nearby	True	
background_1446	sub-21	93	14010.0	0	nontarget_window_no_remwake_nearby	True	
background_1447	sub-21	93	14040.0	0	nontarget_window_no_remwake_nearby	True	
background_1456	sub-21	93	14100.0	0	strict_same_stage_window	True	
background_1457	sub-21	93	14130.0	0	strict_same_stage_window	True	
background_1436	sub-21	93	22470.0	0	nontarget_window_no_remwake_nearby	True	
background_1445	sub-21	93	23550.0	0	nontarget_window_no_remwake_nearby	True	
background_1430	sub-21	93	27180.0	0	nontarget_window_no_remwake_nearby	True	
background_1496	sub-22	14	120.0	0	strict_same_stage_window	True	
background_1497	sub-22	14	150.0	0	strict_same_stage_window	True	
background_1487	sub-22	14	2460.0	0	nontarget_window_no_remwake_nearby	True	
background_1488	sub-22	14	2490.0	0	nontarget_window_no_remwake_nearby	True	
background_1483	sub-22	14	2550.0	0	nontarget_window_no_remwake_nearby	True	
background_1462	sub-22	14	2580.0	0	nontarget_window_no_remwake_nearby	True	
background_1467	sub-22	14	2610.0	0	nontarget_window_no_remwake_nearby	True	
background_1468	sub-22	14	2640.0	0	nontarget_window_no_remwake_nearby	True	
background_1490	sub-22	14	2700.0	0	strict_same_stage_window	True	
background_1491	sub-22	14	2730.0	0	strict_same_stage_window	True	
background_1469	sub-22	14	4440.0	0	nontarget_window_no_remwake_nearby	True	
background_1475	sub-22	14	4470.0	0	nontarget_window_no_remwake_nearby	True	
background_1470	sub-22	14	4500.0	0	nontarget_window_no_remwake_nearby	True	
background_1477	sub-22	14	4530.0	0	nontarget_window_no_remwake_nearby	True	
background_1478	sub-22	14	4560.0	0	nontarget_window_no_remwake_nearby	True	
